No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
1251,RH,RH,Consumer Cyclical,Specialty Retail,USA,5.21B,35.31,265.34,3.03%,"1,005,919",-,35.31,7.52,0.70%,19.24M,6.61%,5.21B,19.59,20.79%,0.00%,17.14M,4.50%,181.40M,6.54,3.09,-,23.07%,152.51%,2.53B,2.06,77.30%,-4.69%,3.23,22.92%,0.99,268.02,7.50%,261.71,118.78%,0.88,302.67,5.40%,-356.90%,73.14 - 268.00,24.28%,-,28.73,32.80%,21.70%,-0.99%,2.57,-,0.10,7.20%,41.90%,262.80%,12.88,5100,0.60,-19.30%,12.00%,66.97,4.57% 4.78%,Yes,74.18,-111.70%,7.20%,0.82,257.53,Yes,54.29,Jun 04 AMC,0.00%,1.23M,265.34,2.30,5.71%,26.66%,40.85%,"1,005,919",3.03%
1252,RHI,Robert Half International Inc.,Industrials,Staffing & Employment Services,USA,5.76B,13.43,50.53,-0.12%,"774,809",S&P 500,13.43,3.76,2.50%,113.19M,-4.35%,5.76B,16.63,26.95%,0.00%,111.21M,-15.67%,434.60M,4.97,0.37,94.70%,8.74%,25.79%,6.11B,0.94,8.10%,-2.24%,6.51,-19.60%,9.98,5.06,19.00%,45.64,-12.03%,2.19,23.07,2.70%,38.70%,32.38 - 63.97,-19.98%,1.36,18.71,11.60%,39.30%,-21.01%,1.59,2.69%,1.80,5.30%,41.40%,56.05%,1.90,16000,1.80,2.60%,9.90%,46.83,2.78% 3.47%,Yes,0.00,-15.20%,7.10%,0.52,50.59,Yes,0.00,Apr 23 AMC,33.50%,1.49M,50.53,3.00,-2.77%,1.03%,-5.14%,"774,809",-0.12%
1253,RIO,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,United Kingdom,96.99B,11.95,58.30,2.44%,"1,981,229",-,11.95,4.88,6.50%,1.62B,3.77%,96.99B,12.39,-8.85%,0.00%,1.07B,0.03%,8.01B,-,-,8.00%,0.60%,27.49%,43.17B,2.25,-38.10%,0.21%,2.81,-0.15%,24.95,2.34,9.00%,54.90,-2.61%,6.43,9.07,-7.10%,19.30%,35.35 - 61.11,-1.79%,3.82,-,6.80%,13.40%,-4.60%,0.74,6.55%,1.20,-2.00%,-,64.92%,1.30,46000,1.60,8.40%,26.60%,64.07,1.68% 1.89%,Yes,0.35,-28.00%,18.60%,0.86,56.91,Yes,0.32,-,67.40%,2.29M,58.30,1.50,3.04%,10.80%,11.73%,"1,981,229",2.44%
1254,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,9.26B,10.08,67.98,1.43%,"531,916",S&P 500,10.08,6.75,0.40%,138.40M,-1.23%,9.26B,12.69,7.59%,-6.03%,122.14M,-16.12%,958.00M,-,0.92,75.50%,4.20%,6.37%,8.26B,1.12,11.00%,1.61%,4.75,-24.30%,49.12,1.38,2.30%,72.38,-20.05%,78.20,0.87,-6.07%,14.30%,54.21 - 102.45,-24.01%,1.48,2.94,16.60%,3.30%,-33.65%,1.38,2.18%,-,10.10%,94.90%,25.40%,3.10,14200,-,9.20%,15.80%,45.67,3.16% 4.25%,Yes,4.88,-34.00%,11.60%,0.49,67.02,Yes,0.43,Jul 22 AMC,20.20%,1.08M,67.98,2.80,-4.34%,-1.68%,-14.51%,"531,916",1.43%
1255,RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,USA,5.05B,22.21,69.55,0.94%,"998,316",S&P 500,22.21,3.13,2.60%,73.70M,-4.10%,5.05B,10.83,183.08%,0.00%,47.04M,-22.94%,259.00M,13.46,-1.67,-,9.55%,-5.75%,6.16B,0.82,-40.20%,0.91%,3.32,-42.20%,36.54,1.90,5.20%,91.29,-37.11%,29.16,2.39,1.65%,13.10%,59.82 - 128.29,-40.67%,-,18.00,-15.70%,6.10%,-45.79%,1.30,-,1.30,-4.20%,59.30%,16.27%,3.90,13700,1.60,-15.40%,5.10%,43.13,4.15% 4.88%,Yes,0.51,-785.40%,6.20%,0.74,68.90,Yes,0.22,May 27 BMO,54.10%,1.35M,69.55,2.50,-5.19%,-6.45%,-26.10%,"998,316",0.94%
1256,RLI,RLI Corp.,Financial,Insurance - Property & Casualty,USA,3.49B,54.62,77.45,-1.12%,"190,754",-,54.62,1.42,2.90%,44.92M,-5.66%,3.49B,32.16,7.02%,-0.38%,42.92M,-7.97%,64.90M,5.57,0.54,86.70%,4.66%,-10.16%,857.90M,4.07,206.70%,0.13%,7.30,-13.42%,20.39,3.80,1.90%,89.00,-11.38%,0.95,81.84,9.80%,6.70%,66.02 - 99.24,-13.96%,0.96,23.79,6.50%,15.60%,-21.96%,0.30,1.24%,-,5.30%,-,17.31%,2.66,882,-,-55.20%,6.90%,43.31,2.90% 3.18%,Yes,0.16,-193.50%,7.60%,0.70,78.33,Yes,0.16,Apr 21 AMC,62.70%,274.16K,77.45,2.80,-4.63%,-0.44%,-10.76%,"190,754",-1.12%
1257,RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,USA,27.65B,54.44,192.72,0.65%,"466,100",S&P 500,54.44,3.54,0.80%,144.64M,0.37%,27.65B,41.79,2.79%,-7.78%,143.53M,18.36%,514.80M,2.58,1.06,69.90%,0.97%,25.40%,2.89B,9.56,-9.60%,1.05%,1.99,24.22%,15.60,12.35,12.00%,174.20,55.39%,2.46,78.34,21.10%,23.60%,108.85 - 197.38,24.36%,1.56,94.52,3.50%,13.70%,-2.36%,0.51,0.81%,2.00,10.90%,58.80%,77.05%,5.00,7240,2.70,16.20%,24.50%,72.00,2.14% 2.83%,Yes,0.61,53.30%,17.70%,0.67,191.47,Yes,0.60,Apr 30 AMC,43.30%,697.41K,192.72,2.60,8.21%,14.80%,23.86%,"466,100",0.65%
1258,RNG,"RingCentral, Inc.",Technology,Software - Application,USA,26.11B,-,294.32,2.65%,"965,300",-,-,-1.26,1.30%,87.34M,3.27%,26.11B,246.09,30.14%,-37.43%,76.05M,12.68%,-108.00M,-,0.20,99.00%,7.37%,50.94%,968.90M,26.95,-95.60%,1.57%,4.68,66.54%,5.62,52.37,-8.00%,287.05,141.29%,8.59,34.26,20.00%,-22.00%,117.02 - 298.92,74.49%,-,873.31,2.30%,-3.70%,-1.54%,0.64,-,3.20,32.60%,73.80%,151.51%,14.22,2363,3.20,32.80%,-6.60%,57.35,3.95% 5.25%,Yes,0.00,-790.10%,-11.10%,0.81,286.73,Yes,2.12,May 06 AMC,-,1.20M,294.32,1.70,6.11%,11.05%,42.50%,"965,300",2.65%
1259,RNR,RenaissanceRe Holdings Ltd.,Financial,Insurance - Reinsurance,Bermuda,8.63B,21.53,169.63,0.31%,"299,813",-,21.53,7.88,1.60%,43.44M,-0.82%,8.63B,11.23,103.47%,-1.15%,43.31M,-10.30%,342.00M,0.82,2.63,84.60%,2.11%,9.54%,4.28B,2.02,231.90%,-1.53%,1.72,-9.73%,118.75,1.43,-,196.13,-8.17%,17.61,9.63,26.28%,-,113.27 - 202.68,-13.46%,1.40,-,5.30%,14.70%,-16.31%,0.43,0.83%,-,27.80%,-,49.76%,6.19,566,-,11.30%,-,44.96,2.88% 3.14%,Yes,0.22,-133.40%,-,0.56,169.10,Yes,0.22,Jul 28 AMC,-,531.26K,169.63,2.70,-4.36%,0.59%,-4.52%,"299,813",0.31%
1260,ROG,Rogers Corporation,Technology,Electronic Components,USA,2.23B,72.73,124.22,-0.83%,"183,089",-,72.73,1.71,1.20%,18.67M,-0.30%,2.23B,21.83,41.44%,-1.92%,18.44M,2.94%,32.20M,3.64,0.90,99.90%,2.90%,39.34%,857.30M,2.61,-46.30%,-0.86%,4.05,-4.49%,50.23,2.47,2.40%,136.67,-25.99%,17.15,7.24,20.00%,3.50%,75.72 - 174.65,-0.41%,-,21.73,-2.40%,4.70%,-28.87%,1.79,-,5.10,8.00%,34.40%,64.05%,4.96,3600,6.40,-17.10%,4.90%,57.76,3.24% 3.91%,Yes,0.30,-53.30%,3.80%,1.39,125.26,Yes,0.30,Apr 30 AMC,0.00%,132.15K,124.22,1.70,5.23%,10.89%,3.92%,"183,089",-0.83%
1261,ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,USA,24.53B,34.99,212.28,0.40%,"685,598",S&P 500,34.99,6.07,0.20%,116.00M,-0.34%,24.53B,27.53,5.91%,-23.31%,115.08M,-5.89%,711.80M,31.38,1.12,81.30%,2.54%,32.61%,6.76B,3.63,-31.10%,4.56%,2.85,4.15%,5.35,39.68,10.90%,195.15,36.82%,-,-,1.12%,98.20%,115.38 - 230.71,4.74%,4.08,34.91,-0.30%,26.10%,-7.99%,1.51,1.92%,1.20,0.20%,42.20%,83.98%,5.31,23000,1.60,1.50%,13.00%,53.97,1.61% 2.68%,Yes,3.30,-60.60%,10.50%,0.67,211.44,Yes,3.17,Apr 28 BMO,65.10%,1.03M,212.28,2.90,0.74%,3.18%,13.13%,"685,598",0.40%
1262,ROKU,"Roku, Inc.",Communication Services,Entertainment,USA,16.11B,-,133.76,2.56%,"6,389,715",-,-,-0.88,0.20%,120.18M,14.79%,16.11B,-,22.70%,-65.51%,100.92M,18.42%,-104.80M,-,-0.51,70.00%,11.02%,52.35%,1.24B,12.96,-514.50%,5.54%,0.93,-3.21%,5.62,23.80,-8.90%,131.96,29.36%,-,-,11.50%,-18.20%,58.22 - 176.55,-0.10%,-,-,-,-8.00%,-24.24%,-,-,2.50,-,43.10%,129.75%,7.11,1650,2.60,55.20%,-8.80%,61.36,6.22% 6.30%,Yes,0.25,-417.70%,-8.40%,0.54,130.42,Yes,0.24,May 07 AMC,-,11.94M,133.76,2.30,10.44%,12.85%,9.70%,"6,389,715",2.56%
1263,ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,USA,14.64B,73.11,44.96,-1.45%,"1,340,097",S&P 500,73.11,0.62,1.50%,327.68M,6.06%,14.64B,58.31,18.98%,-0.53%,141.81M,0.88%,201.50M,8.92,0.15,43.50%,7.68%,25.10%,2.07B,7.06,-13.10%,-0.22%,7.18,35.22%,2.44,18.43,11.50%,35.67,21.61%,0.28,158.07,8.20%,25.50%,30.72 - 46.95,35.59%,0.32,95.29,8.10%,18.90%,-4.24%,0.42,0.71%,0.70,7.40%,50.50%,46.35%,1.33,15000,0.70,13.70%,13.00%,63.06,2.91% 2.61%,Yes,0.40,-2.20%,9.80%,0.88,45.62,Yes,0.38,Jul 29 BMO,70.40%,1.52M,44.96,2.50,6.13%,8.29%,19.75%,"1,340,097",-1.45%
1264,ROLL,RBC Bearings Incorporated,Industrials,Tools & Accessories,USA,3.13B,25.16,127.35,-0.13%,"78,752",-,25.16,5.06,2.40%,24.75M,-4.99%,3.13B,27.82,18.02%,-4.33%,24.17M,-15.22%,126.20M,2.29,0.87,99.20%,1.75%,8.06%,727.50M,4.30,18.90%,-0.82%,2.54,-23.07%,45.18,2.82,10.00%,104.50,-21.78%,4.21,30.28,11.00%,11.90%,77.63 - 185.05,-19.57%,-,26.44,15.20%,11.30%,-31.18%,1.28,-,2.40,10.30%,39.70%,64.05%,6.42,3890,5.90,2.00%,21.50%,44.65,4.16% 4.49%,Yes,0.02,6.90%,17.30%,0.47,127.51,Yes,0.01,May 20 BMO,0.00%,166.57K,127.35,2.50,-5.55%,-2.32%,-14.15%,"78,752",-0.13%
1265,ROP,"Roper Technologies, Inc.",Industrials,Specialty Industrial Machinery,USA,41.33B,25.49,397.41,1.77%,"386,568",S&P 500,25.49,15.59,0.50%,104.30M,2.36%,41.33B,30.13,8.42%,-4.14%,102.71M,-1.12%,1.64B,3.29,2.67,96.20%,1.54%,28.98%,5.43B,7.61,88.80%,-0.38%,2.59,9.95%,91.96,4.32,9.40%,380.10,6.17%,9.61,41.34,7.75%,18.20%,240.00 - 410.41,12.19%,2.05,31.95,21.30%,13.30%,-3.17%,1.06,0.52%,0.90,8.60%,64.00%,65.59%,9.18,16460,1.00,4.90%,42.40%,57.12,1.46% 2.58%,Yes,0.55,-35.40%,30.20%,0.63,390.48,Yes,0.49,Apr 28 BMO,12.10%,610.10K,397.41,2.30,0.91%,5.48%,12.40%,"386,568",1.77%
1266,ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,USA,30.14B,33.34,86.02,-0.42%,"2,350,739",S&P 500,33.34,2.58,0.40%,352.20M,0.92%,30.14B,19.77,359.35%,0.00%,348.21M,-16.29%,933.90M,6.00,-0.29,89.30%,1.19%,1.43%,14.09B,2.14,8.00%,-1.43%,1.28,-27.59%,8.00,10.75,9.70%,104.88,-15.65%,7.62,11.29,5.56%,29.30%,56.30 - 124.16,-26.11%,-,-,15.80%,44.70%,-30.72%,0.80,-,1.10,7.80%,23.90%,52.79%,3.54,92500,1.70,-51.50%,8.10%,41.54,3.00% 3.58%,Yes,1.10,-175.40%,6.60%,0.73,86.38,Yes,0.81,May 21 AMC,40.30%,3.23M,86.02,2.00,-5.46%,-6.65%,-16.64%,"2,350,739",-0.42%
1267,RP,"RealPage, Inc.",Technology,Software - Application,USA,6.70B,119.42,65.56,0.58%,"289,825",-,119.42,0.55,2.60%,92.65M,0.85%,6.70B,31.44,18.80%,-39.30%,89.04M,-4.29%,52.50M,4.95,0.40,88.00%,5.91%,25.07%,1.03B,6.50,59.40%,1.19%,5.95,20.10%,12.85,5.10,2.00%,74.78,4.25%,1.80,36.36,24.11%,4.50%,36.91 - 69.79,21.97%,-,20.89,45.50%,3.80%,-6.06%,1.06,-,1.20,19.60%,56.40%,77.62%,1.79,7300,1.20,18.10%,8.40%,47.33,2.18% 2.85%,Yes,1.01,-50.50%,5.10%,0.33,65.18,Yes,0.99,May 06 AMC,0.00%,884.62K,65.56,2.00,-0.68%,-0.02%,10.56%,"289,825",0.58%
1268,RPD,"Rapid7, Inc.",Technology,Software - Application,USA,2.76B,-,55.30,4.18%,"520,149",-,-,-1.32,2.80%,50.13M,8.39%,2.76B,345.62,200.00%,-14.19%,46.87M,7.27%,-65.10M,-,-0.01,96.90%,11.15%,43.56%,348.10M,7.94,7.60%,3.13%,6.63,-9.05%,1.52,36.38,-10.20%,61.12,-8.50%,4.82,11.48,-0.46%,-78.20%,31.34 - 66.01,-1.29%,-,-,13.10%,-17.20%,-16.22%,1.10,-,1.30,33.60%,71.60%,76.45%,2.03,1544,1.30,28.80%,-16.10%,69.21,3.97% 4.09%,Yes,2.46,-87.40%,-18.70%,0.66,53.08,Yes,2.46,May 07 AMC,-,787.96K,55.30,1.80,10.60%,13.99%,9.87%,"520,149",4.18%
1269,RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,USA,9.61B,30.16,74.96,-0.93%,"558,600",-,30.16,2.49,0.90%,128.43M,-0.13%,9.61B,22.84,11.29%,-4.84%,127.76M,-6.02%,326.70M,2.13,1.01,78.90%,1.75%,20.03%,5.65B,1.70,-23.70%,0.94%,3.29,-0.01%,10.52,7.13,5.40%,76.45,22.46%,1.66,45.27,14.17%,21.80%,42.85 - 80.10,-2.34%,1.44,47.99,-2.20%,9.20%,-6.42%,1.13,1.92%,1.50,4.90%,39.30%,74.94%,2.13,14957,2.40,2.90%,8.90%,52.16,2.00% 2.91%,Yes,1.90,97.40%,5.30%,0.82,75.66,Yes,1.84,Jul 27 BMO,60.50%,678.34K,74.96,2.40,-0.10%,3.86%,6.55%,"558,600",-0.93%
1270,RPRX,Royalty Pharma plc,Healthcare,Biotechnology,USA,29.80B,13.93,48.02,2.06%,"1,044,247",-,13.93,3.45,-,620.54M,-1.09%,29.80B,-,-,-,120.85M,-,2.05B,0.50,-,-,-,-,1.88B,15.85,70.50%,-,-,-,-,-,-,-,-,2.73,17.57,27.90%,-,42.00 - 56.50,7.91%,-,-,-,21.30%,-15.01%,-,-,4.00,-,-,14.33%,3.47,35,4.00,15.20%,-,-,4.17% -,Yes,1.15,-80.60%,-,0.21,47.05,Yes,1.12,-,-,5.00M,48.02,2.00,-1.31%,-1.31%,-1.31%,"1,044,247",2.06%
1271,RS,Reliance Steel & Aluminum Co.,Basic Materials,Steel,USA,5.78B,10.89,92.10,-1.88%,"373,054",-,10.89,8.46,0.80%,66.34M,-2.98%,5.78B,13.16,18.38%,-3.64%,63.18M,-9.82%,573.10M,4.16,0.55,87.20%,1.95%,8.12%,10.59B,0.55,17.60%,-4.53%,2.76,-22.51%,73.75,1.25,7.00%,93.00,-0.22%,2.74,33.56,2.62%,11.40%,70.57 - 122.17,-23.10%,2.50,6.04,16.90%,11.60%,-24.61%,1.12,2.71%,2.00,1.00%,31.00%,30.51%,3.23,15300,4.20,-13.00%,7.90%,44.92,2.96% 3.28%,Yes,0.38,-67.20%,5.40%,0.84,93.86,Yes,0.36,Jul 23 BMO,26.50%,444.79K,92.10,3.00,-2.85%,-1.47%,-10.91%,"373,054",-1.88%
1272,RSG,"Republic Services, Inc.",Industrials,Waste Management,USA,25.52B,23.68,80.00,-1.08%,"1,091,556",S&P 500,23.68,3.38,0.20%,319.60M,-2.50%,25.52B,24.50,16.52%,-6.73%,317.18M,-10.92%,1.09B,4.17,0.54,93.80%,0.78%,6.72%,10.38B,2.46,5.50%,-1.53%,1.87,-11.24%,25.40,3.15,4.80%,88.50,-8.27%,0.96,83.22,5.68%,13.50%,65.37 - 100.91,-10.74%,1.62,41.56,16.90%,9.30%,-20.72%,0.62,2.03%,0.90,3.20%,39.60%,22.38%,1.86,36000,0.90,3.40%,17.30%,41.86,1.58% 2.43%,Yes,1.11,6.30%,10.50%,0.82,80.87,Yes,1.10,Aug 06 AMC,46.10%,1.33M,80.00,2.10,-2.33%,-2.37%,-7.06%,"1,091,556",-1.08%
1273,RTX,Raytheon Technologies Corporation,Industrials,Aerospace & Defense,USA,92.24B,12.84,61.01,0.00%,"9,295,192",DJIA S&P500,12.84,4.75,0.10%,858.40M,-0.99%,92.24B,15.89,26.94%,0.00%,805.84M,-17.73%,4.11B,-,0.20,46.70%,2.02%,5.63%,76.89B,1.20,-13.70%,-2.17%,1.29,-32.48%,45.91,1.33,2.90%,74.69,-20.67%,5.29,11.53,-13.65%,10.10%,40.71 - 93.45,-30.93%,1.90,28.02,-0.70%,7.80%,-34.71%,1.40,3.11%,0.90,5.90%,26.40%,49.87%,2.55,243200,1.20,-0.80%,10.50%,44.77,2.79% 3.70%,Yes,1.18,-106.20%,5.30%,0.74,61.01,Yes,1.10,May 07 BMO,61.20%,12.63M,61.01,2.10,-4.92%,-2.83%,-19.16%,"9,295,192",0.00%
1274,RUN,Sunrun Inc.,Technology,Solar,USA,3.37B,328.72,28.27,8.02%,"9,815,989",-,328.72,0.09,4.80%,119.22M,43.36%,3.37B,38.36,10428.57%,-16.15%,113.86M,43.94%,12.20M,8.85,0.04,96.50%,16.06%,167.46%,874.80M,3.86,-6.60%,9.64%,8.58,92.31%,7.32,3.86,0.20%,21.50,42.27%,2.40,11.78,37.15%,1.30%,7.84 - 27.59,104.71%,-,-,18.00%,-5.80%,2.46%,1.42,-,0.90,34.00%,23.60%,260.82%,1.46,4800,1.50,8.30%,-26.80%,83.92,7.60% 5.88%,Yes,3.21,-92.70%,1.40%,4.60,26.17,Yes,3.10,May 06 AMC,0.00%,2.13M,28.27,2.10,42.92%,64.46%,79.97%,"9,815,989",8.02%
1275,RXN,Rexnord Corporation,Industrials,Specialty Industrial Machinery,USA,3.34B,21.00,28.35,0.11%,"747,103",-,21.00,1.35,1.10%,122.01M,-2.74%,3.34B,15.05,17.31%,-38.40%,119.11M,-10.06%,167.50M,9.55,0.28,-,1.41%,24.45%,2.07B,1.61,-15.30%,0.33%,1.91,-12.88%,10.75,2.64,4.90%,31.90,-2.14%,4.87,5.82,2.20%,12.60%,18.87 - 35.64,-13.09%,0.32,12.97,9.00%,10.10%,-20.45%,1.60,1.13%,2.10,0.20%,39.50%,50.24%,1.11,6800,2.80,1.80%,16.20%,46.78,3.01% 3.75%,Yes,1.12,-4.10%,8.00%,0.85,28.32,Yes,1.07,May 12 AMC,5.30%,877.47K,28.35,2.20,-2.23%,-0.69%,-2.40%,"747,103",0.11%
1276,RY,Royal Bank of Canada,Financial,Banks - Diversified,Canada,96.45B,11.84,68.06,0.19%,"644,107",-,11.84,5.75,0.10%,1.42B,0.38%,96.45B,10.85,18.28%,0.00%,1.42B,-5.33%,8.24B,1.83,1.29,52.30%,0.53%,11.12%,29.82B,3.23,6.20%,-0.93%,5.99,-14.25%,41.00,1.66,0.70%,88.28,-15.34%,349.47,0.19,6.46%,14.40%,49.55 - 82.74,-14.07%,3.13,1.12,7.80%,16.90%,-17.74%,0.87,4.60%,-,13.40%,-,37.36%,1.71,82499,-,-8.90%,40.80%,53.21,1.67% 2.18%,Yes,4.15,-54.60%,27.60%,0.51,67.93,Yes,0.12,May 27 BMO,72.90%,1.26M,68.06,2.20,0.07%,4.60%,-6.78%,"644,107",0.19%
1277,RYAAY,Ryanair Holdings plc,Industrials,Airlines,Ireland,12.96B,20.89,66.21,-1.08%,"266,872",-,20.89,3.17,9.10%,221.92M,-0.20%,12.96B,15.26,216.00%,0.00%,212.36M,-18.24%,730.30M,1.28,-1.22,47.50%,0.60%,10.94%,9.56B,1.36,-36.40%,0.64%,1.90,-25.08%,31.72,2.09,6.20%,78.43,1.38%,20.57,3.22,16.30%,15.40%,44.44 - 96.79,-24.43%,-,10.52,15.20%,10.40%,-31.59%,1.30,-,1.10,8.90%,41.90%,48.99%,2.68,16840,1.10,20.50%,11.80%,45.98,2.74% 3.19%,Yes,0.69,235.70%,10.40%,0.40,66.93,Yes,0.64,-,0.00%,673.47K,66.21,1.50,-4.82%,0.21%,-10.06%,"266,872",-1.08%
1278,RYN,Rayonier Inc.,Real Estate,REIT - Specialty,USA,3.38B,53.31,24.79,1.22%,"378,455",-,53.31,0.47,0.60%,129.14M,0.00%,3.38B,53.77,203.29%,1.30%,128.19M,-4.40%,60.20M,10.66,0.04,86.30%,2.58%,3.72%,779.10M,4.33,-42.10%,0.71%,4.17,-23.70%,10.17,2.44,2.10%,29.33,-18.05%,0.97,25.50,5.00%,4.20%,15.96 - 33.10,-24.33%,1.08,-,1.30%,3.80%,-25.11%,0.91,4.36%,2.50,3.30%,19.80%,55.33%,0.79,353,2.70,35.30%,13.70%,51.72,2.84% 3.36%,Yes,0.80,4.60%,7.70%,0.48,24.49,Yes,0.80,Apr 29 AMC,231.90%,792.72K,24.79,2.60,1.42%,2.87%,-9.07%,"378,455",1.22%
1279,SABR,Sabre Corporation,Technology,Information Technology Services,USA,2.30B,-,8.10,5.74%,"4,965,038",-,-,-0.40,1.30%,274.04M,0.50%,2.30B,-,85.10%,-0.42%,272.12M,-20.90%,-108.50M,-,-0.87,95.90%,10.72%,39.66%,3.58B,0.64,-47.90%,0.53%,2.76,-64.16%,2.46,3.29,-1.90%,7.42,-64.75%,2.42,3.35,-,-12.80%,3.30 - 25.44,-63.90%,-,11.08,8.20%,7.70%,-68.16%,1.73,-,1.20,8.60%,23.00%,145.45%,0.71,9250,1.20,-37.20%,2.80%,50.62,7.05% 7.35%,Yes,5.49,-465.80%,-3.10%,0.47,7.66,Yes,5.38,May 08 BMO,-,10.56M,8.10,3.10,-2.45%,6.03%,-47.64%,"4,965,038",5.74%
1280,SAFE,Safehold Inc.,Real Estate,REIT - Diversified,USA,2.83B,57.13,53.70,0.09%,"97,960",-,57.13,0.94,65.70%,48.23M,-6.59%,2.83B,36.21,14.25%,1.36%,17.05M,-11.52%,38.40M,1.55,0.29,31.10%,4.70%,4.07%,111.70M,25.32,38.60%,1.10%,4.75,34.82%,25.50,2.11,1.80%,60.60,66.61%,4.89,10.98,36.90%,4.10%,26.61 - 67.18,33.25%,0.65,-,-,2.60%,-20.07%,-,1.21%,-,-,97.60%,101.80%,2.86,-,-,84.40%,71.70%,39.09,4.49% 4.86%,Yes,1.25,66.60%,34.40%,0.58,53.65,Yes,1.25,Apr 23 BMO,66.40%,168.51K,53.70,2.40,-11.34%,-4.06%,14.69%,"97,960",0.09%
1281,SAFM,"Sanderson Farms, Inc.",Consumer Defensive,Packaged Foods,USA,2.51B,-,113.09,-0.64%,"746,226",-,-,-2.35,4.80%,21.94M,-2.42%,2.51B,14.84,293.75%,-0.21%,19.95M,-15.43%,-51.80M,-,1.90,89.80%,4.85%,-2.72%,3.52B,0.71,134.10%,-2.56%,2.92,-34.34%,62.50,1.81,-0.10%,154.14,-19.27%,2.77,40.88,63.70%,-0.20%,102.13 - 179.45,-35.82%,1.28,-,-25.90%,3.90%,-36.98%,0.62,1.13%,1.70,4.40%,4.50%,10.73%,4.38,1947,3.00,-46.80%,-1.60%,33.85,2.75% 3.24%,Yes,0.15,-292.20%,-0.10%,2.25,113.82,Yes,0.15,May 28 BMO,-,331.36K,113.09,2.40,-5.17%,-12.41%,-20.27%,"746,226",-0.64%
1282,SAGE,"Sage Therapeutics, Inc.",Healthcare,Biotechnology,USA,2.32B,-,44.40,5.82%,"843,148",-,-,-12.46,0.10%,51.91M,6.78%,2.32B,-,8.20%,0.00%,50.95M,17.03%,-643.60M,-,-2.66,-,12.96%,52.95%,8.70M,267.06,-65.50%,-2.00%,6.07,-40.66%,16.36,2.71,-56.60%,73.88,-75.98%,16.68,2.66,13.10%,-63.10%,25.01 - 193.56,-38.50%,-,-,-51.60%,-75.00%,-77.06%,2.69,-,12.80,-,93.40%,77.53%,2.04,675,12.80,360.00%,-,64.57,4.94% 5.22%,Yes,0.00,27.50%,-,0.78,41.96,Yes,0.00,May 07 AMC,-,1.09M,44.40,2.00,10.69%,14.63%,-40.73%,"843,148",5.82%
1283,SAIA,"Saia, Inc.",Industrials,Trucking,USA,3.13B,27.06,122.29,3.08%,"343,478",-,27.06,4.52,0.40%,26.07M,9.99%,3.13B,23.62,31.22%,-51.52%,25.87M,6.94%,119.60M,1.81,0.87,-,5.56%,62.53%,1.82B,1.72,7.70%,0.86%,5.04,30.88%,32.35,3.78,8.30%,104.00,91.29%,1.83,66.70,14.99%,14.90%,61.13 - 120.73,31.33%,-,-,16.10%,12.60%,1.29%,1.10,-,1.20,7.00%,74.20%,100.05%,4.59,10400,1.20,8.70%,8.90%,68.49,3.34% 3.95%,Yes,0.28,25.50%,6.60%,1.20,118.64,Yes,0.26,Jul 29 BMO,0.00%,285.19K,122.29,2.80,11.09%,16.88%,31.16%,"343,478",3.08%
